Timestep ,Area,Sex,SizeClass,EnRate_1982,EnRate_1983,EnRate_1984,EnRate_1985,EnRate_1986,EnRate_1987,EnRate_1988,EnRate_1989,EnRate_1990,EnRate_1991,EnRate_1992,EnRate_1993,EnRate_1994,EnRate_1995,EnRate_1996,EnRate_1997,EnRate_1998,EnRate_1999,EnRate_2000,EnRate_2001,EnRate_2002,EnRate_2003,EnRate_2004,EnRate_2005,EnRate_2006,EnRate_2007,EnRate_2008,EnRate_2009,EnRate_2010,EnRate_2011,EnRate_2012,EnRate_2013
1,1,0,188,0.473992828,0.306121358,0.241319799,0.180402568,0.272100377,0.301759644,0.21561504,0.200344998,0.217998818,0.241455661,0.286526652,0.369234397,0.24024641,0.163948883,0.19779795,0.207776661,0.229463503,0.256663983,0.186208616,0.216553475,0.194463561,0.189583249,0.244021818,0.232951114,0.270927,0.181325933,0.230784369,0.209892891,0.171939108,0.178477694,0.210870091,0.182599386
1,1,0,193,0.473858462,0.306031988,0.241245689,0.180368465,0.272025327,0.301754373,0.215611585,0.200342092,0.217944894,0.24137374,0.286521871,0.369271981,0.240236043,0.163944245,0.197796302,0.207773248,0.229456305,0.256656264,0.186203918,0.216538438,0.194457446,0.189566644,0.243992555,0.232926637,0.270884752,0.181312996,0.230784369,0.209892891,0.171939108,0.178477694,0.210870091,0.182599386
1,1,0,198,0.473606647,0.305867926,0.241101895,0.180301575,0.271881756,0.301725143,0.215603398,0.200337114,0.217849484,0.241217344,0.28651158,0.369124197,0.240187778,0.163909515,0.197740959,0.207730431,0.229411326,0.256615261,0.186177483,0.216472174,0.194420935,0.189508441,0.243905042,0.232861637,0.270764355,0.181266726,0.230784369,0.209892891,0.171939108,0.178477694,0.210870091,0.182599386
1,1,0,203,0.473337518,0.305683417,0.240942082,0.180220303,0.271718725,0.30168483,0.215594635,0.200330283,0.217741955,0.241033483,0.286491844,0.368883673,0.240131923,0.163861235,0.197667562,0.207672664,0.229350203,0.25655799,0.186141349,0.216382501,0.194371336,0.189427886,0.2437912,0.232775622,0.270611295,0.181205154,0.230784369,0.209892891,0.171939108,0.178477694,0.210870091,0.182599386
1,1,0,208,0.473101802,0.30552942,0.240809277,0.180155298,0.271583985,0.301651403,0.21558939,0.200327792,0.217653742,0.240885574,0.286480135,0.368690174,0.240084466,0.163824858,0.197607029,0.207623934,0.229301321,0.256512652,0.186112305,0.216309812,0.19432959,0.189365187,0.243701193,0.232703421,0.270485832,0.181155158,0.230784369,0.209892891,0.171939108,0.178477694,0.210870091,0.182599386
1,1,0,213,0.472983723,0.305447558,0.240732067,0.180119954,0.271510948,0.30163874,0.215583597,0.200325374,0.217601922,0.240803349,0.286475545,0.368652833,0.240065961,0.16380967,0.197589776,0.207605399,0.229282214,0.256497083,0.186102002,0.21628087,0.194313605,0.189337082,0.243659419,0.232669378,0.270423234,0.181131906,0.230784369,0.209892891,0.171939108,0.178477694,0.210870091,0.182599386
1,1,0,218,0.47293253,0.305423691,0.240716025,0.180113246,0.271494947,0.301650305,0.215583392,0.200323029,0.217586793,0.24078712,0.286475622,0.368782201,0.240073316,0.163823019,0.197614204,0.20762388,0.229298509,0.256508561,0.186112464,0.216298206,0.194324923,0.189348899,0.243663382,0.232672467,0.270423082,0.18114033,0.230784369,0.209892891,0.171939108,0.178477694,0.210870091,0.182599386
1,1,0,223,0.472933165,0.305435654,0.24072805,0.180125602,0.271510342,0.301679604,0.215580586,0.200322716,0.217593436,0.240806545,0.286485637,0.369031272,0.240099031,0.163851444,0.197667916,0.20766744,0.229332921,0.256545816,0.186135157,0.216344142,0.194352736,0.189383616,0.243704616,0.232699884,0.270471977,0.181165487,0.230784369,0.209892891,0.171939108,0.178477694,0.210870091,0.182599386
1,1,1,53,0.040276982,0.040751963,0.025772077,0.015525215,0.029344449,0.020506697,0.015675434,0.140912116,0.171678015,0.114476102,0.148352025,0.139134134,0.082393828,0.09726109,0.091531288,0.110803321,0.182749295,0.08875718,0.060752088,0.086968607,0.076814054,0.062821986,0.079365526,0.096999478,0.107692141,0.044773508,0.056678455,0.061260211,0.0494482,0.061472359,0.049369225,0.063395596
1,1,1,58,0.040276982,0.040751963,0.025772077,0.015525215,0.029344449,0.020506697,0.015675434,0.140912116,0.171678015,0.114476102,0.148352025,0.139134134,0.082393828,0.09726109,0.091531288,0.110803321,0.182749295,0.08875718,0.060752088,0.086968607,0.076814054,0.062821986,0.079365526,0.096999478,0.107692141,0.044773508,0.056678455,0.061260211,0.0494482,0.061472359,0.049369225,0.063395596
1,1,1,63,0.040276982,0.040751963,0.025772077,0.015525215,0.029344449,0.020506697,0.015675434,0.140912116,0.171678015,0.114476102,0.148352025,0.139134134,0.082393828,0.09726109,0.091531288,0.110803321,0.182749295,0.08875718,0.060752088,0.086968607,0.076814054,0.062821986,0.079365526,0.096999478,0.107692141,0.044773508,0.056678455,0.061260211,0.0494482,0.061472359,0.049369225,0.063395596
1,1,1,68,0.040276982,0.040751963,0.025772077,0.015525215,0.029344449,0.020506697,0.015675434,0.140912116,0.171678015,0.114476102,0.148352025,0.139134134,0.082393828,0.09726109,0.091531288,0.110803321,0.182749295,0.08875718,0.060752088,0.086968607,0.076814054,0.062821986,0.079365526,0.096999478,0.107692141,0.044773508,0.056678455,0.061260211,0.0494482,0.061472359,0.049369225,0.063395596
1,1,1,73,0.040276982,0.040751963,0.025772077,0.015525215,0.029344449,0.020506697,0.015675434,0.140912116,0.171678015,0.114476102,0.148352025,0.139134134,0.082393828,0.09726109,0.091531288,0.110803321,0.182749295,0.08875718,0.060752088,0.086968607,0.076814054,0.062821986,0.079365526,0.096999478,0.107692141,0.044773508,0.056678455,0.061260211,0.0494482,0.061472359,0.049369225,0.063395596
1,1,1,78,0.040276982,0.040751963,0.025772077,0.015525215,0.029344449,0.020506697,0.015675434,0.140912116,0.171678015,0.114476102,0.148352025,0.139134134,0.082393828,0.09726109,0.091531288,0.110803321,0.182749295,0.08875718,0.060752088,0.086968607,0.076814054,0.062821986,0.079365526,0.096999478,0.107692141,0.044773508,0.056678455,0.061260211,0.0494482,0.061472359,0.049369225,0.063395596
1,1,1,83,0.270304104,0.273268001,0.164042853,0.110676331,0.209498198,0.146198574,0.112250989,0.140912116,0.171678015,0.114476102,0.148352025,0.139134134,0.082393828,0.09726109,0.091531288,0.110803321,0.182749295,0.08875718,0.060752088,0.086968607,0.076814054,0.062821986,0.079365526,0.096999478,0.107692141,0.044773508,0.056678455,0.061260211,0.0494482,0.061472359,0.049369225,0.063395596
1,1,1,88,0.276067001,0.279086919,0.1676633,0.113153727,0.214062989,0.149435384,0.114753208,0.160917181,0.195909014,0.131067002,0.169232678,0.159231747,0.094392508,0.111514803,0.104841902,0.126222782,0.208806768,0.148138683,0.10175284,0.145687303,0.128522984,0.105030167,0.132538301,0.16153332,0.179203288,0.075166104,0.094994771,0.102318874,0.083280287,0.103436745,0.083031692,0.106362381
1,1,1,93,0.276068159,0.279087082,0.167663259,0.113153577,0.214062681,0.149435466,0.114753289,0.160917163,0.195909693,0.130939111,0.169232724,0.159232033,0.094259823,0.111514942,0.104544801,0.126662733,0.208806509,0.148496192,0.101985271,0.145687538,0.128322097,0.105292926,0.132924913,0.162853445,0.181447997,0.075520921,0.095196887,0.102705637,0.083451238,0.103521849,0.083416825,0.1065085
1,1,1,98,0.27606788,0.279086676,0.167663873,0.113153958,0.214063164,0.149435285,0.114753427,0.160916894,0.195910112,0.130938407,0.169232697,0.159232246,0.094259665,0.111514759,0.104544689,0.126662746,0.208806693,0.148496281,0.101985442,0.145687426,0.12861207,0.105293225,0.133165817,0.16301382,0.181625658,0.07541314,0.095437722,0.102993047,0.08354513,0.103759086,0.083351628,0.106583426
1,1,1,103,0.276067278,0.279086521,0.16766327,0.113153493,0.21406297,0.149435218,0.114753362,0.160917207,0.195910074,0.130938927,0.169232492,0.159232196,0.094260011,0.11151488,0.104544901,0.126662404,0.208806341,0.148496291,0.101985415,0.145687504,0.128611995,0.10529317,0.133429037,0.163174046,0.181981594,0.075413224,0.095437631,0.102993059,0.083545091,0.103759173,0.083351768,0.106583145
1,1,1,108,0.276066875,0.279086806,0.167663594,0.113153511,0.214062548,0.149435365,0.114753278,0.160916972,0.19590947,0.130938958,0.169232701,0.159232216,0.094259972,0.111514874,0.104544822,0.126662854,0.208806752,0.148496698,0.101985544,0.145687383,0.128612152,0.105293012,0.133429304,0.16317426,0.181981292,0.075413333,0.095437317,0.102992634,0.083545182,0.103759079,0.083351681,0.10658344
1,1,1,113,0.276067008,0.279086948,0.167663214,0.113153487,0.214062714,0.149435065,0.114753346,0.160916861,0.195909819,0.13093888,0.169232085,0.159232369,0.094259788,0.111514774,0.104544591,0.126662672,0.208806323,0.148496058,0.101985462,0.145687747,0.128612209,0.105292625,0.133429496,0.163173936,0.181981303,0.075413346,0.095437573,0.102993009,0.08354518,0.103758905,0.08335159,0.106583391
1,1,1,118,0.276067553,0.279087154,0.167663394,0.113153466,0.214062255,0.149435322,0.114753245,0.160917426,0.195909543,0.130938749,0.16923313,0.159231582,0.094260258,0.111515082,0.1045448,0.126662721,0.208806447,0.148496068,0.101985517,0.145687574,0.128612264,0.105292723,0.133429247,0.163174158,0.181980945,0.075413432,0.095437997,0.102993278,0.083545236,0.103758819,0.083351187,0.106583323
1,1,1,123,0.276067471,0.27908662,0.167663371,0.113153497,0.214063018,0.149435427,0.114753211,0.160917386,0.19590937,0.130938277,0.169232393,0.159232447,0.094259767,0.111514865,0.104545049,0.12666279,0.208806584,0.148496164,0.101985414,0.145687189,0.12861166,0.105293018,0.133429393,0.163173966,0.181981315,0.075413273,0.095437589,0.102993151,0.08354519,0.103758994,0.083351675,0.106583275
1,1,1,128,0.232333666,0.236761854,0.151631564,0.105612591,0.188751969,0.134902917,0.105636166,0.143642537,0.174395583,0.1212556,0.150254843,0.143964923,0.088700524,0.104273002,0.097857352,0.116473374,0.182543617,0.134630362,0.095461553,0.133062338,0.118195885,0.098366048,0.122268547,0.14669987,0.161825359,0.07161022,0.089370968,0.096163464,0.079033912,0.096930389,0.078799338,0.099005657
1,1,1,133,0.221463913,0.225808418,0.147249926,0.103525347,0.182104706,0.131052955,0.103279504,0.139243374,0.168596549,0.118615178,0.145503369,0.139989245,0.087129689,0.102279698,0.095991629,0.113708255,0.175942873,0.131043343,0.093655886,0.129750419,0.115505883,0.096505753,0.119347198,0.142414972,0.156566504,0.070569662,0.087801567,0.094371341,0.077840331,0.095149211,0.07756087,0.096991566
1,1,1,138,0.22132018,0.225574124,0.147064366,0.103468684,0.181948723,0.131039067,0.103272452,0.139236996,0.168414696,0.118530406,0.145487742,0.13990113,0.087069841,0.102228534,0.095940039,0.113657059,0.17583625,0.130975793,0.093619621,0.129675239,0.115451207,0.096462732,0.119287629,0.142343457,0.156456146,0.070557555,0.087776285,0.094329658,0.077804303,0.095107964,0.07753836,0.096974381
1,1,1,143,0.221230167,0.225437315,0.146936379,0.103437246,0.181845957,0.131029667,0.103267739,0.139233207,0.168301233,0.118480513,0.145478817,0.139842642,0.087025458,0.102191275,0.095904176,0.113622343,0.175763169,0.130931168,0.093594555,0.129625249,0.115417044,0.096439086,0.119252636,0.142305435,0.156389624,0.070550967,0.087760611,0.094302183,0.077780217,0.095080234,0.077523434,0.09696306
1,1,1,148,0.22116618,0.225344799,0.146838558,0.103415387,0.181762708,0.131020814,0.103263141,0.139230912,0.168219917,0.118442916,0.145467446,0.139781152,0.086986876,0.102148532,0.095867816,0.11358755,0.175689972,0.130888438,0.093568018,0.129573489,0.115384481,0.096420064,0.119224909,0.142284297,0.156335875,0.070546554,0.087748058,0.094279885,0.077758766,0.0950564,0.077508858,0.096952372
1,1,1,153,0.22109204,0.225219435,0.146726612,0.103380755,0.181635937,0.131002915,0.103257653,0.139226791,0.168112983,0.118385883,0.145456333,0.13968508,0.086940748,0.10207548,0.09581257,0.113539761,0.175574179,0.130826265,0.093524986,0.129485488,0.115333576,0.096388536,0.119184106,0.14225047,0.156272236,0.070537599,0.087729153,0.094247526,0.077729769,0.095018997,0.077487449,0.096936842
1,1,1,158,0.220996588,0.22505064,0.146592449,0.103326184,0.181452926,0.130974792,0.103251825,0.139220838,0.167967247,0.118299822,0.145440497,0.13954863,0.086883802,0.101969491,0.095738454,0.113474231,0.175408741,0.130740941,0.093464823,0.129358573,0.11526256,0.096341497,0.119127323,0.142199657,0.156185407,0.070523454,0.087703047,0.094201957,0.077692551,0.094965675,0.07745784,0.096914556
1,1,1,163,0.220911524,0.224892606,0.146469885,0.103273083,0.181266879,0.130942809,0.103247818,0.139214822,0.167827421,0.118213935,0.145424902,0.139401913,0.086826244,0.10185505,0.095660849,0.113409026,0.175236753,0.130653791,0.093400003,0.129219281,0.115186403,0.096292027,0.119070173,0.142147765,0.15609985,0.070507955,0.087675148,0.094154522,0.07765401,0.094908179,0.077426293,0.096890012
1,1,1,168,0.220885134,0.224844116,0.14640951,0.103250091,0.181157058,0.130917229,0.103244247,0.139212224,0.167770877,0.118176683,0.145413165,0.139287501,0.086780226,0.101764077,0.095600876,0.113362771,0.175100767,0.130588121,0.093349341,0.129109413,0.115129184,0.096260817,0.119035336,0.142126714,0.156046691,0.070498429,0.087654952,0.094118166,0.077561659,0.094759236,0.077348091,0.096821819
1,1,1,173,0.220953774,0.224969761,0.146447016,0.103280727,0.181181538,0.13090665,0.103244327,0.139216391,0.167847842,0.118218173,0.145413537,0.139234526,0.086754771,0.101718307,0.095570999,0.113342188,0.175031741,0.130556128,0.093321232,0.129051286,0.115103082,0.09625997,0.119037915,0.142155961,0.156044049,0.070497714,0.087468487,0.093834338,0.077561659,0.094759236,0.077348091,0.096821819
1,1,1,178,0.221128923,0.225301114,0.146590474,0.103368912,0.18133976,0.130909856,0.103246529,0.139228774,0.168071335,0.118344329,0.145420192,0.139238928,0.086748755,0.101716363,0.095570129,0.11335173,0.175028986,0.130559665,0.093314733,0.129042542,0.115105921,0.096292078,0.11908488,0.142244551,0.156092714,0.070507739,0.087468487,0.093834338,0.077561659,0.094759236,0.077348091,0.096821819
1,1,1,183,0.221384265,0.225781463,0.146809321,0.103495974,0.181580252,0.130920889,0.103251113,0.139245311,0.168402707,0.118526315,0.145434246,0.139279781,0.086752938,0.101738731,0.095583221,0.113375475,0.175058106,0.130582605,0.09331992,0.129056496,0.115128035,0.096346574,0.119159302,0.142375236,0.156179987,0.070524243,0.087468487,0.093834338,0.077561659,0.094759236,0.077348091,0.096821819
1,1,1,188,0.221655186,0.226283393,0.147039411,0.103622162,0.181801378,0.130930203,0.103255613,0.13926174,0.16873957,0.118703189,0.145447593,0.139314688,0.086756476,0.10175322,0.095591588,0.113398253,0.175084686,0.130605758,0.093322085,0.129058528,0.115142798,0.096403002,0.119239504,0.142518117,0.156264042,0.070539426,0.087468487,0.093834338,0.077561659,0.094759236,0.077348091,0.096821819
1,1,1,193,0.221867482,0.226676998,0.147207832,0.103707294,0.181897191,0.130927917,0.103257652,0.139273788,0.168984822,0.118816278,0.145453634,0.139308235,0.086746257,0.101735247,0.095577657,0.113400861,0.175064909,0.13060777,0.093307737,0.129018628,0.115134629,0.096438174,0.119295106,0.142627994,0.156310301,0.070546509,0.087468487,0.093834338,0.077561659,0.094759236,0.077348091,0.096821819
1,1,1,198,0.22198522,0.226873789,0.147279367,0.103731162,0.181842032,0.13091216,0.103256578,0.139275781,0.169086645,0.118841321,0.145451536,0.139251204,0.086720144,0.101679157,0.0955374,0.113377983,0.174991679,0.130580845,0.093275594,0.128934408,0.11509788,0.096442919,0.119314011,0.14268486,0.156302488,0.070542456,0.087468487,0.093834338,0.077561659,0.094759236,0.077348091,0.096821819
