"Timestep","Area","Sex","SizeClass","EnRate_1","EnRate_2","EnRate_3","EnRate_4","EnRate_5","EnRate_6","EnRate_7","EnRate_8","EnRate_9","EnRate_10","EnRate_11","EnRate_12","EnRate_13","EnRate_14","EnRate_15","EnRate_16","EnRate_17","EnRate_18","EnRate_19","EnRate_20","EnRate_21","EnRate_22","EnRate_23","EnRate_24","EnRate_25","EnRate_26","EnRate_27","EnRate_28","EnRate_29","EnRate_30"
1,1,0,53,0.0065511177528116,0.00410513089315796,0.00684955954133795,0.00792287939297357,0.00510335639175492,0.0276678586599074,0.0303801772062734,0.0339360132158426,0.0420236539823938,0.0569378824236587,0.0340123029047834,0.0220307901421928,0.027123204794863,0.0286258587063826,0.032104044193759,0.0260529800218198,0.0177467097459173,0.021075148780639,0.0186546663142854,0.0181036064501343,0.0242381608364745,0.0229675088983353,0.0273548628397168,0.0171343082194415,0.0228133451962424,0.0203461319802503,0.0160528951301692,0.0167519595525975,0.0203427270461152,0.0173133492328585
1,1,0,58,0.0065511177528116,0.00410513089315796,0.00684955954133795,0.00792287939297357,0.00510335639175492,0.0276678586599074,0.0303801772062734,0.0339360132158426,0.0420236539823938,0.0569378824236587,0.0340123029047834,0.0220307901421928,0.027123204794863,0.0286258587063826,0.032104044193759,0.0260529800218198,0.0177467097459173,0.021075148780639,0.0186546663142854,0.0181036064501343,0.0242381608364745,0.0229675088983353,0.0273548628397168,0.0171343082194415,0.0228133451962424,0.0203461319802503,0.0160528951301692,0.0167519595525975,0.0203427270461152,0.0173133492328585
1,1,0,63,0.0065511177528116,0.00410513089315796,0.00684955954133795,0.00792287939297357,0.00510335639175492,0.0276678586599074,0.0303801772062734,0.0339360132158426,0.0420236539823938,0.0569378824236587,0.0340123029047834,0.0220307901421928,0.027123204794863,0.0286258587063826,0.032104044193759,0.0260529800218198,0.0177467097459173,0.021075148780639,0.0186546663142854,0.0181036064501343,0.0242381608364745,0.0229675088983353,0.0273548628397168,0.0171343082194415,0.0228133451962424,0.0203461319802503,0.0160528951301692,0.0167519595525975,0.0203427270461152,0.0173133492328585
1,1,0,68,0.0065511177528116,0.00410513089315796,0.00684955954133795,0.00792287939297357,0.00510335639175492,0.0276678586599074,0.0303801772062734,0.0339360132158426,0.0420236539823938,0.0569378824236587,0.0340123029047834,0.0220307901421928,0.027123204794863,0.0286258587063826,0.032104044193759,0.0260529800218198,0.0177467097459173,0.021075148780639,0.0186546663142854,0.0181036064501343,0.0242381608364745,0.0229675088983353,0.0273548628397168,0.0171343082194415,0.0228133451962424,0.0203461319802503,0.0160528951301692,0.0167519595525975,0.0203427270461152,0.0173133492328585
1,1,0,73,0.0065511177528116,0.00410513089315796,0.00684955954133795,0.00792287939297357,0.00510335639175492,0.0276678586599074,0.0303801772062734,0.0339360132158426,0.0420236539823938,0.0569378824236587,0.0340123029047834,0.0220307901421928,0.027123204794863,0.0286258587063826,0.032104044193759,0.0260529800218198,0.0177467097459173,0.021075148780639,0.0186546663142854,0.0181036064501343,0.0242381608364745,0.0229675088983353,0.0273548628397168,0.0171343082194415,0.0228133451962424,0.0203461319802503,0.0160528951301692,0.0167519595525975,0.0203427270461152,0.0173133492328585
1,1,0,78,0.0065511177528116,0.00410513089315796,0.00684955954133795,0.00792287939297357,0.00510335639175492,0.0276678586599074,0.0303801772062734,0.0339360132158426,0.0420236539823938,0.0569378824236587,0.0340123029047834,0.0220307901421928,0.027123204794863,0.0286258587063826,0.032104044193759,0.0260529800218198,0.0177467097459173,0.021075148780639,0.0186546663142854,0.0181036064501343,0.0242381608364745,0.0229675088983353,0.0273548628397168,0.0171343082194415,0.0228133451962424,0.0203461319802503,0.0160528951301692,0.0167519595525975,0.0203427270461152,0.0173133492328585
1,1,0,83,0.0376784444279539,0.0271497776891212,0.0431842085998166,0.0487888909550115,0.0331884320631296,0.0276678586599074,0.0303801772062734,0.0339360132158426,0.0420236539823938,0.0569378824236587,0.0340123029047834,0.0220307901421928,0.027123204794863,0.0286258587063826,0.032104044193759,0.0260529800218198,0.0177467097459173,0.021075148780639,0.0186546663142854,0.0181036064501343,0.0242381608364745,0.0229675088983353,0.0273548628397168,0.0171343082194415,0.0228133451962424,0.0203461319802503,0.0160528951301692,0.0167519595525975,0.0203427270461152,0.0173133492328585
1,1,0,88,0.0383704386367009,0.0277895115897112,0.0441179820594222,0.0496742383601913,0.0337155356991072,0.0311487473170253,0.0341954204378004,0.0382883562623624,0.0469177566373601,0.0633491571408707,0.0385120230103842,0.0248423873501526,0.0305030722006428,0.0322592946154259,0.0361884332623159,0.0410249454818669,0.028512376756248,0.0336724995735031,0.0299819715290489,0.0291259307840177,0.0383636668745433,0.0366472073537422,0.043083586767293,0.0277408101699467,0.0364181025575012,0.0326223952450945,0.0261490968495875,0.0272243715169811,0.0327671705189451,0.0280548775507104
1,1,0,93,0.0388047602860505,0.0277983186911273,0.0446063818453845,0.0499754497955461,0.033974706079059,0.0313521132422083,0.0346237553943545,0.0387168663123313,0.0471925909938087,0.0638130380076694,0.038707107948836,0.0251332083333936,0.0308372540458849,0.0324664427808873,0.0364597575451363,0.0413463528787145,0.0287262221405228,0.0339047404749904,0.0301709113700987,0.0294296919911501,0.0389076537435451,0.0369994904368754,0.0439852438667814,0.028053579022343,0.0367993880081763,0.0329455731854406,0.0263488044488944,0.0274315662720326,0.0330636736242283,0.0282166396672707
1,1,0,98,0.0393744316484097,0.0282547289519164,0.0457154157470094,0.0507316388965616,0.034348800044045,0.0315443975204626,0.0353193514651758,0.039767962234106,0.0476061254806277,0.0649750282798354,0.0391814563144139,0.0253490923946887,0.0312686237231742,0.0329849882568408,0.0369154741077893,0.0418499241822521,0.0290416236524452,0.0346570284279676,0.0305316585996352,0.0299471424031253,0.039820673835457,0.0377169530189109,0.0449050017869406,0.0284489829267829,0.037268948910916,0.0334026149785544,0.0266548741354496,0.0277788735869394,0.033548466263327,0.0284728718434292
